hotel_name,source_url,official_url,hotel_class,minprice,maxprice,address,lat,lon,number_of_room,number_of_floor,year_property_opened,most_recent_renovation
Happy Coffee Guesthouse,https://www.tripadvisor.com/Hotel_Review-g293925-d15555979-Reviews-Happy_Coffee_Guesthouse-Ho_Chi_Minh_City.html,,,,,"32 Phung Van Cung, Ho Chi Minh City Vietnam",10.80016,106.68592,,,,
Thanh Tung Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d21133007-Reviews-Thanh_Tung_Hotel-Ho_Chi_Minh_City.html,,2.0 of 5 stars,,,"R4-58 Hung Gia 5 Duong So 2 Phuong Tan Phong Quan 7, Ho Chi Minh City 700000 Vietnam",10.733787,106.70783,,,,
ADPsaigon House,https://www.tripadvisor.com/Hotel_Review-g293925-d20014932-Reviews-ADPsaigon_House-Ho_Chi_Minh_City.html,,,,,"10B Suong Nguyet Anh, Ho Chi Minh City Vietnam",10.772906,106.68991,,,,
Song Long Guesthouse,https://www.tripadvisor.com/Hotel_Review-g293925-d12710875-Reviews-Song_Long_Guesthouse-Ho_Chi_Minh_City.html,,,,,"06 Bac Ai Binh Tho Ward, Thu Duc District, Ho Chi Minh City Vietnam",10.84579,106.76604,,,,
AYA Homestay,https://www.tripadvisor.com/Hotel_Review-g293925-d19603419-Reviews-AYA_Homestay-Ho_Chi_Minh_City.html,,,,,"9B Phung Khac Khoan Street, Da Kao Ward, Ho Chi Minh City 700000 Vietnam",10.78436,106.69811,,,,
Trung Van,https://www.tripadvisor.com/Hotel_Review-g293925-d17648777-Reviews-Trung_Van-Ho_Chi_Minh_City.html,,,,,"151 Ben Van Don River Gate L.B, T.4, P.58, Ho Chi Minh City Vietnam",10.76222,106.6994,,,,
Nhat An Homestay,https://www.tripadvisor.com/Hotel_Review-g293925-d20786418-Reviews-Nhat_An_Homestay-Ho_Chi_Minh_City.html,,,,,"37/38 Tran Dinh Xu, Ho Chi Minh City 700000 Vietnam",10.760126,106.69053,,,,
OYO 471 White 1 Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d19603360-Reviews-OYO_471_White_1_Hotel-Ho_Chi_Minh_City.html,,,,,"385 Tran Thi Co, Tan Thoi An, Ho Chi Minh City 700000 Vietnam",10.888581,106.64938,,,,
Lyn Mini Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d19603356-Reviews-Lyn_Mini_Hotel-Ho_Chi_Minh_City.html,,,,,"7 Đường Số 6b, Khu Dân Cư Trung Sơn, Quận 7, Ho Chi Minh City 700000 Vietnam",10.73708,106.691,,,,
Fullhouse Service Suite,https://www.tripadvisor.com/Hotel_Review-g293925-d21352208-Reviews-Fullhouse_Service_Suite-Ho_Chi_Minh_City.html,,,,,"41 Co Giang 41/9A, Ho Chi Minh City Vietnam",10.764209,106.69639,,,,
OYO 441 Mai Son Tai Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d19603341-Reviews-OYO_441_Mai_Son_Tai_Hotel-Ho_Chi_Minh_City.html,,,,,"764A, Su Van Hanh St, Ward 10, District 10, Ho Chi Minh City 700000 Vietnam",10.772648,106.66922,,,,
Duc Nguyen Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d3800207-Reviews-Duc_Nguyen_Hotel-Ho_Chi_Minh_City.html,,,,,"111 Tran Trong Cung Street, District 07, Ho Chi Minh City 70000 Vietnam",10.743579,106.733925,,,,
Kha Thy Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d19603317-Reviews-Kha_Thy_Hotel-Ho_Chi_Minh_City.html,,,,,"39, Street 33, Binh Trung Tay Ward, Ho Chi Minh City 700000 Vietnam",10.785118,106.76811,,,,
Ms Phuong Cambridge,https://www.tripadvisor.com/Hotel_Review-g293925-d13881102-Reviews-Ms_Phuong_Cambridge-Ho_Chi_Minh_City.html,,,,,"Tran Hung Dao, Cau Kho 393/4, Ho Chi Minh City Vietnam",10.79604,106.65255,,,,
We Home Mac Dinh Chi,https://www.tripadvisor.com/Hotel_Review-g293925-d23152440-Reviews-We_Home_Mac_Dinh_Chi-Ho_Chi_Minh_City.html,,,,,"82 10 Mac Dinh Chi Street Da Kao Ward District 1 Ho Chi Minh, Ho Chi Minh City 70000 Vietnam",10.787985,106.69642,,,,
Tan Hoang Mai Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d3194848-Reviews-Tan_Hoang_Mai_Hotel-Ho_Chi_Minh_City.html,,2.0 of 5 stars,,,"243/2 Chu Van An, ward 12, Dist. Binh Thanh, Ho Chi Minh City 70000 Vietnam",10.81135,106.70007,,,,
Khach Sạn An Tinh 2,https://www.tripadvisor.com/Hotel_Review-g293925-d23344851-Reviews-Khach_S_n_An_Tinh_2-Ho_Chi_Minh_City.html,,,,,"873 Đường 3/2 873 Quận 11, Ho Chi Minh City Vietnam",10.763139,106.65896,,,,
Loris HoTel,https://www.tripadvisor.com/Hotel_Review-g293925-d21506390-Reviews-Loris_HoTel-Ho_Chi_Minh_City.html,,,,,"40/8 Ap Bac Tan Binh, Ho Chi Minh City Vietnam",10.801466,106.652596,,,,
Masteri Thao Dien 2pn,https://www.tripadvisor.com/Hotel_Review-g293925-d17648604-Reviews-Masteri_Thao_Dien_2pn-Ho_Chi_Minh_City.html,,,,,"Xa Lo Ha Noi Toa Nha Masteri Thao Dien, Ho Chi Minh City Vietnam",10.76849,106.67581,,,,
Lucky 5 Hostel,https://www.tripadvisor.com/Hotel_Review-g293925-d13122138-Reviews-Lucky_5_Hostel-Ho_Chi_Minh_City.html,,,,,"137/29/1 Tran Dinh Xu, Ho Chi Minh City 700000 Vietnam",10.76276,106.68837,,,,
Phuc An Serviced Apartment,https://www.tripadvisor.com/Hotel_Review-g293925-d16671286-Reviews-Phuc_An_Serviced_Apartment-Ho_Chi_Minh_City.html,,3.0 of 5 stars,,,"Level 7 & 13, International Plaza, 343 Pham Ngu Lao, Ho Chi Minh City Vietnam",10.76729,106.69004,,,,
Nemo - Rivergate Saigon Condotel,https://www.tripadvisor.com/Hotel_Review-g293925-d22843666-Reviews-Nemo_Rivergate_Saigon_Condotel-Ho_Chi_Minh_City.html,,,,,"155 Ben Van Don, Ho Chi Minh City Vietnam",10.761941,106.699425,,,,
RedDoorz near Etown 4,https://www.tripadvisor.com/Hotel_Review-g293925-d21342298-Reviews-RedDoorz_near_Etown_4-Ho_Chi_Minh_City.html,,,,,,,,,,,
Castle Sun Hotels & Spa,https://www.tripadvisor.com/Hotel_Review-g293925-d17533034-Reviews-Castle_Sun_Hotels_Spa-Ho_Chi_Minh_City.html,,,,,"73 - 79 D4, Phuoc Loc, Ho Chi Minh City Vietnam",10.76858,106.64916,,,,
Uts Homestay,https://www.tripadvisor.com/Hotel_Review-g293925-d14202232-Reviews-Uts_Homestay-Ho_Chi_Minh_City.html,,1.0 of 5 stars,,,"185 Cong Quynh Nguyen Cu Trinh Ward, District 1, Ho Chi Minh City 700000 Vietnam",10.766396,106.68824,,,,
Venus Hotel Go Vap Ho Chi Minh City,https://www.tripadvisor.com/Hotel_Review-g293925-d25299442-Reviews-Venus_Hotel_Go_Vap_Ho_Chi_Minh_City-Ho_Chi_Minh_City.html,,,,,"872 Quang Trung Ward 8, Ho Chi Minh City 70000 Vietnam",10.83808,106.65261,,,,
RedDoorz near Lotte Cinema Cong Hoa,https://www.tripadvisor.com/Hotel_Review-g293925-d21287679-Reviews-RedDoorz_near_Lotte_Cinema_Cong_Hoa-Ho_Chi_Minh_City.html,,,,,"No. 37/16 street C1, Ward 13 Tan Binh, Ho Chi Minh City Vietnam",10.80363,106.6448,,,,
Ephphatha World,https://www.tripadvisor.com/Hotel_Review-g293925-d17793388-Reviews-Ephphatha_World-Ho_Chi_Minh_City.html,,,,,"14B8 Thao Dien Street, Ho Chi Minh City 0084 Vietnam",10.80954,106.73192,,,,
Cozoro Dorm 1-KTX nu 5 sao FREE ho boi & Gym chi 50k 1 ngay,https://www.tripadvisor.com/Hotel_Review-g293925-d23306509-Reviews-Cozoro_Dorm_1_KTX_nu_5_sao_FREE_ho_boi_Gym_chi_50k_1_ngay-Ho_Chi_Minh_City.html,,,,,"1472 Vo Van kiet, phuong 3, quan 6 Viva Riverside Building, Ho Chi Minh City Vietnam",10.742671,106.64739,,,,
Meow Hotel & Cafe 2,https://www.tripadvisor.com/Hotel_Review-g293925-d26443802-Reviews-Meow_Hotel_Cafe_2-Ho_Chi_Minh_City.html,,,,,"241/6 Pham Ngu Lao Quan 1, Ho Chi Minh City Vietnam",10.76761,106.69189,,,,
Paragon Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d26443673-Reviews-Paragon_Hotel-Ho_Chi_Minh_City.html,,,,,"23 Hưng Phước 4, District 7, Ho Chi Minh City Vietnam",10.72952,106.707695,,,,
Grand Lee Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d21506144-Reviews-Grand_Lee_Hotel-Ho_Chi_Minh_City.html,,,,,"137/8A Binh Quoi Phuong 27 Quan Binh Thanh, Ho Chi Minh City Vietnam",10.819057,106.72359,,,,
Sunrise City Apartment,https://www.tripadvisor.com/Hotel_Review-g293925-d21339222-Reviews-Sunrise_City_Apartment-Ho_Chi_Minh_City.html,,,,,"25 Nguyen Huu Tho, Phuong Tan Hung Quan 7, Ho Chi Minh City 72912 Vietnam",10.741627,106.70075,,,,
Calla's Home,https://www.tripadvisor.com/Hotel_Review-g293925-d17596856-Reviews-Calla_s_Home-Ho_Chi_Minh_City.html,,,,,"208 Nguyen Huu Canh Vinhomes Central Park, Binh Thanh, Ho Chi Minh City 700000 Vietnam",10.79591,106.71898,,,,
Vinhomes Central Park Color Apartments,https://www.tripadvisor.com/Hotel_Review-g293925-d25055208-Reviews-Vinhomes_Central_Park_Color_Apartments-Ho_Chi_Minh_City.html,,,,,"208 Duong Nguyen Huu Canh, Binh Thanh, Ho Chi Minh City Vietnam",10.795542,106.71917,,,,
Southern Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d6537886-Reviews-Southern_Hotel-Ho_Chi_Minh_City.html,,,,,"66 Hung Gia 5, Ho Chi Minh City 70000 Vietnam",10.76339,106.67702,,,,
A25 Hotel - 167 Pham Ngu Lao,https://www.tripadvisor.com/Hotel_Review-g293925-d25621011-Reviews-A25_Hotel_167_Pham_Ngu_Lao-Ho_Chi_Minh_City.html,,,,,"167 Phạm Ngũ Lão, Ho Chi Minh City 700000 Vietnam",10.768829,106.69425,,,,
Hotel 88,https://www.tripadvisor.com/Hotel_Review-g293925-d21506032-Reviews-Hotel_88-Ho_Chi_Minh_City.html,,,,,"So 80, Đuong 37, Phuong Tan Quy, Quan 7, Ho Chi Minh City Vietnam",10.744375,106.71184,,,,
Khach San Phuong Hoang,https://www.tripadvisor.com/Hotel_Review-g293925-d17596771-Reviews-Khach_San_Phuong_Hoang-Ho_Chi_Minh_City.html,,,,,"210/10 Cách Mạng Tháng 8, Phường 10, Quận 3, Ho Chi Minh City 70000 Vietnam",10.78911,106.63687,,,,
Nicole Home,https://www.tripadvisor.com/Hotel_Review-g293925-d21351628-Reviews-Nicole_Home-Ho_Chi_Minh_City.html,,,,,"347/12A/7 Chu Van An, Phuong 12 Binh Thanh, Ho Chi Minh City 700000 Vietnam",10.811037,106.69971,,,,
An Binh Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d13327445-Reviews-An_Binh_Hotel-Ho_Chi_Minh_City.html,,,,,"965/14 Quang Trung Ward 14, Go Vap District, Ho Chi Minh City Vietnam",10.755064,106.69523,,,,
Kha Thy Hotel 2,https://www.tripadvisor.com/Hotel_Review-g293925-d21197301-Reviews-Kha_Thy_Hotel_2-Ho_Chi_Minh_City.html,,,,,"36B Duong 28 Phuong Cat Lai, Ho Chi Minh City Vietnam",10.779663,106.77044,,,,
Nhu Vu Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d21030850-Reviews-Nhu_Vu_Hotel-Ho_Chi_Minh_City.html,,,,,"Duong So 10, KDC Trung Son, Binh Hung, Binh Chanh 62, Ho Chi Minh City Vietnam",10.733866,106.69101,,,,
Home,https://www.tripadvisor.com/Hotel_Review-g293925-d25157931-Reviews-Home-Ho_Chi_Minh_City.html,,,,,"153 Duong Bach Dang, Ho Chi Minh City Vietnam",10.815707,106.674515,,,,
Thien Ma Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d19899349-Reviews-Thien_Ma_Hotel-Ho_Chi_Minh_City.html,,,,,"45 Tran Thien Chanh Phuong 12, Quan 10, Ho Chi Minh City 170 Vietnam",10.77103,106.67092,,,,
Khach San Quoc Phong,https://www.tripadvisor.com/Hotel_Review-g293925-d20117081-Reviews-Khach_San_Quoc_Phong-Ho_Chi_Minh_City.html,,,,,"Tan Ky Tan Quy 459A, Ho Chi Minh City Vietnam",10.79941,106.61937,,,,
Win Apartment & Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d12092905-Reviews-Win_Apartment_Hotel-Ho_Chi_Minh_City.html,,,,,"R3-85 Hung Gia 3 Tan Phong Ward, District 7, Ho Chi Minh City Vietnam",10.781432,106.663216,,,,
Casablanca Boutique Saigon,https://www.tripadvisor.com/Hotel_Review-g293925-d17596661-Reviews-Casablanca_Boutique_Saigon-Ho_Chi_Minh_City.html,,,,,"391/146 Tran Hung Dao street, Cau Kho Ward, District 1, Ho Chi Minh City Vietnam",10.76976,106.69673,,,,
7s Hotel Queen Center,https://www.tripadvisor.com/Hotel_Review-g293925-d21505805-Reviews-7s_Hotel_Queen_Center-Ho_Chi_Minh_City.html,,,,,"36 Nguyen An Ninh, Ho Chi Minh City Vietnam",10.771837,106.696846,,,,
Ceasar Homestay,https://www.tripadvisor.com/Hotel_Review-g293925-d21391002-Reviews-Ceasar_Homestay-Ho_Chi_Minh_City.html,,,,,"Hem 337 Nguyen Dinh Chieu, Phuong 5, Quan 3, Ho Chi Minh City 72406 Vietnam",10.771983,106.684715,,,,
Sabina Boutique Hotel 3,https://www.tripadvisor.com/Hotel_Review-g293925-d26443741-Reviews-Sabina_Boutique_Hotel_3-Ho_Chi_Minh_City.html,,,,,"2 Duong Phan Khiem Ich 2-4 Hung Gia 1 Town, Tan Phong Ward, District 7, Ho Chi Minh City Vietnam",10.73303,106.71022,,,,
OldSchool House - The Art,https://www.tripadvisor.com/Hotel_Review-g293925-d20374157-Reviews-OldSchool_House_The_Art-Ho_Chi_Minh_City.html,,,,,"187/15 Co Giang, Quan 1, Ho Chi Minh City Vietnam",10.761107,106.69361,,,,
Luom Nang - Cat Lover's House in Dist 3 Saigon,https://www.tripadvisor.com/Hotel_Review-g293925-d17636429-Reviews-Luom_Nang_Cat_Lover_s_House_in_Dist_3_Saigon-Ho_Chi_Minh_City.html,,,,,"2/17 Ky Dong, Ho Chi Minh City Vietnam",10.76413,106.64042,,,,
OYO 652 Monaco Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d20322673-Reviews-OYO_652_Monaco_Hotel-Ho_Chi_Minh_City.html,,,,,"93 Street 05, Trung Son, Ho Chi Minh City 70000 Vietnam",10.735596,106.69148,,,,
Kansai Bui Vien,https://www.tripadvisor.com/Hotel_Review-g293925-d19139600-Reviews-Kansai_Bui_Vien-Ho_Chi_Minh_City.html,,,,,"199 Đuong Đe Tham Quan 1, Ho Chi Minh City 71000 Vietnam",10.7676,106.69388,,,,
Bin Bin Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d12658535-Reviews-Bin_Bin_Hotel-Ho_Chi_Minh_City.html,,3.0 of 5 stars,,,"02 Street No. 1 KDC Ven Song, Tan Phong Ward, District 7, Ho Chi Minh City 700000 Vietnam",10.727291,106.69671,,,,
Sadaco Tay Nguyen Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d21031107-Reviews-Sadaco_Tay_Nguyen_Hotel-Ho_Chi_Minh_City.html,,,,,"Nguyen Trai Street, Ward 11, District 5 635, Ho Chi Minh City Vietnam",10.753637,106.66509,,,,
Thu Mai Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d21031115-Reviews-Thu_Mai_Hotel-Ho_Chi_Minh_City.html,,,,,"So 7, Khu Dan Cu Trung Son, Binh Hung, Binh Chanh 55, Ho Chi Minh City Vietnam",10.733013,106.690025,,,,
Amanda Phan Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d21505647-Reviews-Amanda_Phan_Hotel-Ho_Chi_Minh_City.html,,,,,"54/3 Ky Con, Nguyen Thai Binh Ward, District 1, Ho Chi Minh City 700000 Vietnam",10.80049,106.65981,,,,
Lucky Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d25466176-Reviews-Lucky_Hotel-Ho_Chi_Minh_City.html,,,,,"14 Đường Số 3A An Lạc A, Bình Tân, Ho Chi Minh City 70000 Vietnam",10.74973,106.61939,,,,
Rita Hotel Near Tan Son Nhat Airport,https://www.tripadvisor.com/Hotel_Review-g293925-d26264208-Reviews-Rita_Hotel_Near_Tan_Son_Nhat_Airport-Ho_Chi_Minh_City.html,,,,,"No.10, Street 2 Ward 3, Go Vap District, Ho Chi Minh City Vietnam",10.821766,106.67833,,,,
Dakao House,https://www.tripadvisor.com/Hotel_Review-g293925-d25106206-Reviews-Dakao_House-Ho_Chi_Minh_City.html,,,,,"104/20 Mai Thi Luu Street, District 1, Ho Chi Minh City 70000 Vietnam",10.792006,106.698586,,,,
Khach San Huong,https://www.tripadvisor.com/Hotel_Review-g293925-d18213641-Reviews-Khach_San_Huong-Ho_Chi_Minh_City.html,,1.0 of 5 stars,,,"586/4 Cong Hoa, Ho Chi Minh City Vietnam",10.75807,106.69981,,,,
Hoang Minh Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d19139496-Reviews-Hoang_Minh_Hotel-Ho_Chi_Minh_City.html,,,,,"97 Le Van Quoi, Binh Tri Dong, Ho Chi Minh City 700000 Vietnam",10.77438,106.61897,,,,
Longha Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d26443542-Reviews-Longha_Hotel-Ho_Chi_Minh_City.html,,,,,"200 Đường số 7 Khu Dân Cư Trung Sơn, Xã Bình Hưng, Huyện Bình Chánh, Ho Chi Minh City Vietnam",10.732489,106.690025,,,,
Kim Thanh Hotel 2,https://www.tripadvisor.com/Hotel_Review-g293925-d3914134-Reviews-Kim_Thanh_Hotel_2-Ho_Chi_Minh_City.html,,1.0 of 5 stars,,,"51 633, Dien Bien Phu Street Ward 01, District 03, District 10 - Phu Tho Stadium / Ky Hoa Park, Ho Chi Minh City 70000 Vietnam",10.79051,106.69772,,,,
Hoa Hong Hotel - Thu Duc District,https://www.tripadvisor.com/Hotel_Review-g293925-d3914123-Reviews-Hoa_Hong_Hotel_Thu_Duc_District-Ho_Chi_Minh_City.html,,,,,"479 Kha Van Can Street, Linh Dong Ward Linh Trung IEPZ, Ho Chi Minh City 70000 Vietnam",10.842711,106.74746,,,,
Vinhomes Central Apartment,https://www.tripadvisor.com/Hotel_Review-g293925-d23357283-Reviews-Vinhomes_Central_Apartment-Ho_Chi_Minh_City.html,,,,,"280 Nguyen Huu Canh Larkmark 1-4-5-6- Plus, Ho Chi Minh City Vietnam",10.79549,106.71912,,,,
Bon Bon Guesthouse,https://www.tripadvisor.com/Hotel_Review-g293925-d12349756-Reviews-Bon_Bon_Guesthouse-Ho_Chi_Minh_City.html,,,,,"212B/D13 Nguyen Trai, Ho Chi Minh City Vietnam",10.76512,106.68741,,,,
OYO 299 Khanh An Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d20311205-Reviews-OYO_299_Khanh_An_Hotel-Ho_Chi_Minh_City.html,,,,,"25 Street 61, Phuoc Long B Ward District 9, Ho Chi Minh City 700000 Vietnam",10.829437,106.772255,,,,
Nguyen Ngoc Apartment,https://www.tripadvisor.com/Hotel_Review-g293925-d20288323-Reviews-Nguyen_Ngoc_Apartment-Ho_Chi_Minh_City.html,,,,,"372/41A1 Dien Bien Phu 41A1, Ho Chi Minh City Vietnam",10.800192,106.7083,,,,
Bin Bin Hotel 2,https://www.tripadvisor.com/Hotel_Review-g293925-d12658256-Reviews-Bin_Bin_Hotel_2-Ho_Chi_Minh_City.html,,3.0 of 5 stars,,,"L19, Street No. 14 Him Lam Residence, Tan Hung Ward, District 7, Ho Chi Minh City 700000 Vietnam",10.78958,106.71611,,,,
Hoang Anh Star Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d11876291-Reviews-Hoang_Anh_Star_Hotel-Ho_Chi_Minh_City.html,,,,,"31/3B Song Hanh Street, Highway 22 Trung My Tay Ward, District 12, Ho Chi Minh City 70000 Vietnam",10.799353,106.73447,,,,
OYO 1066 Sao Mai Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d21093878-Reviews-OYO_1066_Sao_Mai_Hotel-Ho_Chi_Minh_City.html,,,,,"16A Vo Thi Phai, Group 10 Quarter 3, Thoi An Ward, District 12, Ho Chi Minh City 700000 Vietnam",10.885034,106.64894,,,,
Smiley Apartment,https://www.tripadvisor.com/Hotel_Review-g293925-d12452456-Reviews-Smiley_Apartment-Ho_Chi_Minh_City.html,,2.0 of 5 stars,,,"56/60 Duong Ba Trac, Ho Chi Minh City Vietnam",10.7473,106.6889,,,,
BeHome Minh Khai,https://www.tripadvisor.com/Hotel_Review-g293925-d16876029-Reviews-BeHome_Minh_Khai-Ho_Chi_Minh_City.html,,,,,"18B/17 Nguyen Thi Minh Khai, Ho Chi Minh City Vietnam",10.77827,106.69376,,,,
Lee's EverRich Resort,https://www.tripadvisor.com/Hotel_Review-g293925-d20259957-Reviews-Lee_s_EverRich_Resort-Ho_Chi_Minh_City.html,,3.5 of 5 stars,,,"290 An Duong Vuong St, Ward 4 The EverRich Infinity, Ho Chi Minh City 700000 Vietnam",10.760637,106.68072,,,,
Ivy House,https://www.tripadvisor.com/Hotel_Review-g293925-d12195194-Reviews-Ivy_House-Ho_Chi_Minh_City.html,,,,,"73 Truong Dinh Street, Ward 6, District 3, Ho Chi Minh City Vietnam",10.77331,106.69479,,,,
Dahlia Apartments,https://www.tripadvisor.com/Hotel_Review-g293925-d16875943-Reviews-Dahlia_Apartments-Ho_Chi_Minh_City.html,,,,,"98/11B Ung Van Khiem Phuong 25, Quan Binh Thanh, Ho Chi Minh City Vietnam",10.80315,106.7226,,,,
Nha Khach Thuy Nguyen - BO Nong Nghiep Phat Trien Nong Thon,https://www.tripadvisor.com/Hotel_Review-g293925-d21350951-Reviews-Nha_Khach_Thuy_Nguyen_BO_Nong_Nghiep_Phat_Trien_Nong_Thon-Ho_Chi_Minh_City.html,,,,,"195/38 Xo viet nghe tinh, phuong 17 binh thanh, Ho Chi Minh City 70000 Vietnam",10.798351,106.71168,,,,
HANZ Hotel 345 Tran Hung Dao,https://www.tripadvisor.com/Hotel_Review-g293925-d26443210-Reviews-HANZ_Hotel_345_Tran_Hung_Dao-Ho_Chi_Minh_City.html,,,,,"345AB Đ. Trần Hưng Đạo, Ho Chi Minh City 700000 Vietnam",10.760421,106.689705,,,,
Khach San Phuong Loi Loi,https://www.tripadvisor.com/Hotel_Review-g293925-d21031519-Reviews-Khach_San_Phuong_Loi_Loi-Ho_Chi_Minh_City.html,,,,,"Tran Phu 289, Ho Chi Minh City Vietnam",10.756685,106.67372,,,,
Luxury Viethomes,https://www.tripadvisor.com/Hotel_Review-g293925-d17595966-Reviews-Luxury_Viethomes-Ho_Chi_Minh_City.html,,,,,"01 Suong Nguyet Anh Ben Thanh Ward, District 1, Ho Chi Minh City 700000 Vietnam",10.77189,106.68912,,,,
GK Home Serviced Apartment,https://www.tripadvisor.com/Hotel_Review-g293925-d6536999-Reviews-GK_Home_Serviced_Apartment-Ho_Chi_Minh_City.html,,,,,"28 Nguyen Van Cu, Ho Chi Minh City 700000 Vietnam",10.755588,106.68587,,,,
Thien Phat Y Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d5508248-Reviews-Thien_Phat_Y_Hotel-Ho_Chi_Minh_City.html,,,,,"A28 - A29 Tran Trong Cung Street, District 7 Saigon Exhibition & Convention Center, Phu My Hung, Ho Chi Minh City 70000 Vietnam",10.743574,106.72995,,,,
Vinhomes Grand Park - Serviced Apartment,https://www.tripadvisor.com/Hotel_Review-g293925-d26551938-Reviews-Vinhomes_Grand_Park_Serviced_Apartment-Ho_Chi_Minh_City.html,,,,,"Phuoc Thien, Ho Chi Minh City Vietnam",10.84239,106.83716,,,,
Khanh Linh 2 Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d5508242-Reviews-Khanh_Linh_2_Hotel-Ho_Chi_Minh_City.html,,,,,"43 Duong Quang Ham Go Vap District, Ho Chi Minh City 70000 Vietnam",10.837027,106.68197,,,,
Thien Huong Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d5508237-Reviews-Thien_Huong_Hotel-Ho_Chi_Minh_City.html,,,,,"5B - 5C Tran Nhat Duat Tan Dinh Ward, Ho Chi Minh City 70000 Vietnam",10.79238,106.68984,,,,
The Eastern Apartment,https://www.tripadvisor.com/Hotel_Review-g293925-d21402266-Reviews-The_Eastern_Apartment-Ho_Chi_Minh_City.html,,,,,"299 Liên Phường phường Phú Hữu, Quận 9, Ho Chi Minh City 700000 Vietnam",null,null,,,,
Pho Nho Hostel,https://www.tripadvisor.com/Hotel_Review-g293925-d17853025-Reviews-Pho_Nho_Hostel-Ho_Chi_Minh_City.html,,,,,"214/C32 Nguyen Trai, Phuong Nguyen Cu Trinh, Ho Chi Minh City Vietnam",10.76325,106.68658,,,,
Cozy Room,https://www.tripadvisor.com/Hotel_Review-g293925-d20322061-Reviews-Cozy_Room-Ho_Chi_Minh_City.html,,,,,"77/3, Nhat Chi Mai Street Tan Binh District, Ho Chi Minh City 700000 Vietnam",10.806184,106.63935,,,,
Liberty Central Saigon Citypoint,https://www.tripadvisor.com/Hotel_Review-g293925-d26443037-Reviews-Liberty_Central_Saigon_Citypoint-Ho_Chi_Minh_City.html,,4.0 of 5 stars,,,"59 Pasteur Street Ben Nghe Ward, Ho Chi Minh City Vietnam",10.82293,106.62975,,,,
Minami Ho Chi Minh City Apartments,https://www.tripadvisor.com/Hotel_Review-g293925-d17647281-Reviews-Minami_Ho_Chi_Minh_City_Apartments-Ho_Chi_Minh_City.html,,,,,"8A /E8, Thai Van Lung Street, Ben Nghe Ward, Ho Chi Minh City 700000 Vietnam",10.779191,106.704926,,,,
Bui Phan Hotel,https://www.tripadvisor.com/Hotel_Review-g293925-d7256990-Reviews-Bui_Phan_Hotel-Ho_Chi_Minh_City.html,,,,,"22 Nguyen Cu Trinh Street, District 1, Ho Chi Minh City 70000 Vietnam",10.76475,106.69209,,,,
Landmark Plus 1 Bedroom,https://www.tripadvisor.com/Hotel_Review-g293925-d26689371-Reviews-Landmark_Plus_1_Bedroom-Ho_Chi_Minh_City.html,,,,,"720A Điện Biên Phủ, Ho Chi Minh City Vietnam",10.79498,106.72191,,,,
Thai Anh House - Pink Church,https://www.tripadvisor.com/Hotel_Review-g293925-d20105968-Reviews-Thai_Anh_House_Pink_Church-Ho_Chi_Minh_City.html,,,,,,,,,,,
Henry Apartment #Next to District 1 #POOL +GYM,https://www.tripadvisor.com/Hotel_Review-g293925-d16669919-Reviews-Henry_Apartment_Next_to_District_1_POOL_GYM-Ho_Chi_Minh_City.html,,,,,"151 Ben Van Don, District 4, Ho Chi Minh City Vietnam",10.76222,106.6994,,,,
Helen's Home,https://www.tripadvisor.com/Hotel_Review-g293925-d15332529-Reviews-Helen_s_Home-Ho_Chi_Minh_City.html,,,,,"457 Duong Tran Hung Dao, Ho Chi Minh City Vietnam",10.75908,106.68779,,,,
